osm_id,composite_risk,priority,other_feature_recommendation
173056931,1.0382636022860763,True,Intervene due to high population
799533700,0.5651702827838712,False,Intervene due to high population
369348565,0.1473293674870149,False,Intervene due to high population
127012099,0.43366213682789645,False,Intervene due to high population
28957488,0.6409060797897018,False,Intervene due to high population
113778936,0.0197560468513478,False,Intervene due to high population
247106404,0.39723457607796564,False,Intervene due to high population
211228422,1.0577270087712227,True,Intervene due to high population
372150049,0.056722987550198285,False,Intervene due to high population
28819598,0.22736402535502534,False,Intervene due to high population
222494313,0.6502750737074892,False,Intervene due to high population
269944886,0.3917688422596145,False,Intervene due to high population
389682614,0.3978883587907651,False,Intervene due to high population
782901154,0.4303616946215311,False,Intervene due to high population
163214932,0.6408769682487216,False,Intervene due to high population
53456183,0.12638762589041963,False,Intervene due to high population
157402436,0.6530947855071578,False,Intervene due to high population
84883410,0.39680444988050834,False,Intervene due to high population
23519600,0.037898649556205415,False,Intervene due to high population
31888590,0.40696242649014386,False,Intervene due to high population
225520527,0.21871106566125625,False,Intervene due to high segment_length_km
191850306,0.43864636931836054,False,Intervene due to high population
31536714,0.21820929221302962,False,Intervene due to high population
31759712,0.022795090474998014,False,Intervene due to high segment_length_km
237456935,0.13868782326426984,False,Intervene due to high population
13752930,0.5671550293883239,False,Intervene due to high population
732015271,1.1575909892001661,True,Intervene due to high population
497536845,0.058109337656190745,False,Intervene due to high population
108422456,0.3160274834374528,False,Intervene due to high population
23907787,0.565604973523897,False,Intervene due to high population
1009021143,0.3908835208450267,False,Intervene due to high population
57743591,0.1448520633192111,False,Intervene due to high population
202390943,0.2034301939238457,False,Intervene due to high population
91362842,0.13714474287181072,False,Intervene due to high population
13752595,0.5689292444690554,False,Intervene due to high population
770972272,0.33719664598578497,False,Intervene due to high population
97677545,0.5647119394893627,False,Intervene due to high population
246869360,0.41271464923659346,False,Intervene due to high population
149096526,0.2944883344478096,False,Intervene due to high aadt_curv_interaction
108179548,1.036100004182163,True,Intervene due to high population
85049429,0.405007674345464,False,Intervene due to high population
266119608,0.5675570316230469,False,Intervene due to high population
72472581,0.6671251522702192,False,Intervene due to high population
5707692,0.568109762523226,False,Intervene due to high population
166219950,0.08985963016659043,False,Intervene due to high population
23520149,0.04625720032811726,False,Intervene due to high population
155436839,0.3489520107222782,False,Intervene due to high population
115233269,1.0088238346996614,True,Intervene due to high population
91734406,0.32114061474376376,False,Intervene due to high segment_length_km
28788664,0.5649936123411409,False,Intervene due to high population
28951497,0.6378203754727838,False,Intervene due to high population
20528779,0.567573505712135,False,Intervene due to high population
23241531,0.13178376309522194,False,Intervene due to high population
31536627,0.31846856285587954,False,Intervene due to high population
45095282,0.14997811503299113,False,Intervene due to high aadt_curv_interaction
124692807,0.049443153859911604,False,Intervene due to high population
58494774,0.164394636835167,False,Intervene due to high population
628700841,0.14773147093667843,False,Intervene due to high population
903548635,1.0350581187064298,True,Intervene due to high population
29354754,0.6463828859456462,False,Intervene due to high population
133256157,1.0749484376941354,True,Intervene due to high population
29671193,0.19189787781086592,False,Intervene due to high population
1297142511,0.2615792982683166,False,Intervene due to high population
705703226,0.5634816123383171,False,Intervene due to high population
30265735,1.2440488499078208,True,Intervene due to high segment_length_km
208719904,0.08549929407232537,False,Intervene due to high aadt_curv_interaction
53728264,0.6558269777201995,False,Intervene due to high population
681683031,1.1359657196102708,True,Intervene due to high aadt_curv_interaction
158171558,0.4088281714177544,False,Intervene due to high population
108782088,0.08605736672675143,False,Intervene due to high aadt_curv_interaction
311852376,0.4471525116492933,False,Intervene due to high population
250252317,0.6745674285617039,False,Intervene due to high population
579458299,0.4540059681021482,False,Intervene due to high aadt_curv_interaction
152948619,0.0028832452293245385,False,Intervene due to high segment_length_km
364051677,1.0720929496900518,True,Intervene due to high population
27421930,0.5637838434708338,False,Intervene due to high population
587032745,0.1718991359286243,False,Intervene due to high population
884700472,0.21276794508354657,False,Intervene due to high population
51774810,1.024309468378896,True,Intervene due to high population
333003198,0.24231031365773303,False,Intervene due to high aadt_curv_interaction
23525865,0.07112413119504844,False,Intervene due to high population
4196131,0.725018634921993,False,Intervene due to high population
1121139516,0.5652699452557021,False,Intervene due to high population
388995187,0.16143827898953095,False,Intervene due to high population
32686458,0.651567798643059,False,Intervene due to high population
157508590,0.8149812206394297,True,Intervene due to high population
290794347,0.6654806972554808,False,Intervene due to high population
28833618,0.644227955921061,False,Intervene due to high population
23976154,1.0468699012190836,True,Intervene due to high population
639286550,0.39254015624082217,False,Intervene due to high population
117892485,0.569275344655619,False,Intervene due to high population
28063499,1.019464129178107,True,Intervene due to high population
38363414,0.18215494036678928,False,Intervene due to high population
556852184,0.3406816383889948,False,Intervene due to high aadt_curv_interaction
340081624,0.080937878141183,False,Intervene due to high segment_length_km
4357042,0.19466990716982996,False,Intervene due to high population
824717249,0.15192804257812273,False,Intervene due to high population
28296718,0.5641609948895072,False,Intervene due to high population
887866209,0.5640571185333632,False,Intervene due to high population
218689672,0.3904193180210564,False,Intervene due to high population
106522339,0.26224686553616267,False,Intervene due to high population
4935813,0.5726284568072655,False,Intervene due to high population
23959201,0.023753653102594984,False,Intervene due to high segment_length_km
320478659,0.6454787492400317,False,Intervene due to high population
36077386,0.09022734893772011,False,Intervene due to high population
164906835,0.2830206258079375,False,Intervene due to high population
64977572,0.7577882997695897,False,Intervene due to high population
36983709,0.07922074009821009,False,Intervene due to high population
154516680,0.29384281854226413,False,Intervene due to high population
165278162,0.5639843761000252,False,Intervene due to high population
48115051,0.007295167537729585,False,Intervene due to high segment_length_km
555235462,0.17984338565086522,False,Intervene due to high population
316442748,0.17849283687653153,False,Intervene due to high population
563380806,0.15609625217304626,False,Intervene due to high population
389006906,0.1758476829166341,False,Intervene due to high population
56659469,0.1687135772227662,False,Intervene due to high population
102644000,0.641548966351085,False,Intervene due to high population
229686836,0.147877554860183,False,Intervene due to high aadt_curv_interaction
28341622,0.5757014437887112,False,Intervene due to high population
43313787,0.04111121219340622,False,Intervene due to high population
93819227,0.7232390918841984,False,Intervene due to high population
855632867,0.010054750770437926,False,Intervene due to high aadt_curv_interaction
560428378,0.5754016455197603,False,Intervene due to high population
246746767,0.4383093851035522,False,Intervene due to high population
297410934,0.010289341748887713,False,Intervene due to high segment_length_km
53309957,0.11468214113798428,False,Intervene due to high population
98430126,0.652154287958302,False,Intervene due to high population
25776002,0.17073417979889338,False,Intervene due to high population
471355614,0.44502016391323024,False,Intervene due to high population
53728427,0.7489399087760411,False,Intervene due to high population
31131639,0.5989587374968328,False,Intervene due to high aadt_curv_interaction
364060598,0.3706648185197521,False,Intervene due to high population
174726550,0.6473800650328713,False,Intervene due to high population
154271433,0.2912672680628999,False,Intervene due to high population
237448564,0.6371860913379159,False,Intervene due to high population
170096380,0.41761886535146187,False,Intervene due to high population
149843782,0.7074176233123856,False,Intervene due to high population
1015247355,0.08144861030333371,False,Intervene due to high population
28788771,0.5727470975977932,False,Intervene due to high population
4794394,0.5693399339266629,False,Intervene due to high population
28531652,0.6388362374341205,False,Intervene due to high population
152843425,0.07728083799675357,False,Intervene due to high population
620730423,0.6783704266399003,False,Intervene due to high population
661151779,0.846059866821472,True,Intervene due to high population
103277317,0.28766237715441245,False,Intervene due to high population
25653893,0.21037319757472392,False,Intervene due to high segment_length_km
108398742,0.4035623977459109,False,Intervene due to high population
384278394,0.2586235715960331,False,Intervene due to high population
226363213,0.6766285671708702,False,Intervene due to high population
52252195,0.5843054849567676,False,Intervene due to high population
172525197,0.4291464860356976,False,Intervene due to high population
16852930,0.5668444994877966,False,Intervene due to high population
4372918,0.15332244575518922,False,Intervene due to high population
184104933,0.6520839697989516,False,Intervene due to high population
908051871,0.6172702971018358,False,Intervene due to high aadt_curv_interaction
692110980,1.0411079382671338,True,Intervene due to high population
47244775,0.6344376431728248,False,Intervene due to high population
57847575,0.11921013189836263,False,Intervene due to high population
80729012,0.4124302384107281,False,Intervene due to high population
75612286,0.6383261257380889,False,Intervene due to high population
79143073,0.403533710248813,False,Intervene due to high population
560915405,1.0559873188501125,True,Intervene due to high population
199028571,0.5639044870398366,False,Intervene due to high population
588420890,0.036849271746958664,False,Intervene due to high segment_length_km
109201321,0.13528226828353157,False,Intervene due to high population
28104114,0.013328395753128976,False,Intervene due to high aadt_curv_interaction
389124570,0.18224157229371585,False,Intervene due to high population
1344564680,0.25474971547351677,False,Intervene due to high population
219896536,1.0971326753476112,True,Intervene due to high population
245271328,0.41921245114858335,False,Intervene due to high population
153136158,0.008296949221693556,False,Intervene due to high segment_length_km
112964308,1.0114524711672774,True,Intervene due to high population
664980582,1.2134700674130372,True,Intervene due to high population
129283926,0.29555535585070686,False,Intervene due to high population
90967359,0.1420292300323433,False,Intervene due to high population
1364228811,0.24507226508387936,False,Intervene due to high population
5067172,0.5698846568956852,False,Intervene due to high population
692493532,0.06313149439764623,False,Intervene due to high population
150874613,0.6549848035907256,False,Intervene due to high population
158630864,0.5657012882294196,False,Intervene due to high population
4948197,0.5680229540524635,False,Intervene due to high population
28535463,0.8233109770184356,True,Intervene due to high population
23489197,0.5743124821613417,False,Intervene due to high population
867866302,0.33291797384387445,False,Intervene due to high population
28956724,0.6692387580750447,False,Intervene due to high population
28375814,0.10326447461806823,False,Intervene due to high population
28854022,0.5672484079527934,False,Intervene due to high population
99453576,0.6845351718415065,False,Intervene due to high population
1078181380,0.0033101274952919775,False,Intervene due to high aadt_curv_interaction
194060239,0.49402427830556805,False,Intervene due to high population
4943114,0.5657663818511675,False,Intervene due to high population
157386148,0.2550377941811394,False,Intervene due to high population
27751246,0.6897374198478671,False,Intervene due to high population
274202207,0.3121322810559741,False,Intervene due to high population
25937030,0.6899732906838709,False,Intervene due to high population
51996833,0.6596479971927746,False,Intervene due to high population
922436204,0.18163215479836733,False,Intervene due to high population
142228440,0.31390354879521887,False,Intervene due to high population
28321133,0.5713946729902598,False,Intervene due to high population
47108201,0.6592036007778438,False,Intervene due to high population
206474865,0.0236758551254296,False,Intervene due to high population
53728472,0.6451785383785658,False,Intervene due to high population
78136501,0.6516180701170794,False,Intervene due to high population
118251175,0.16120179835371767,False,Intervene due to high population
36495831,0.18169125781723727,False,Intervene due to high population
152843298,0.28020736143597486,False,Intervene due to high segment_length_km
247777159,0.7206205452933326,False,Intervene due to high population
110390569,0.35842580829406434,False,Intervene due to high aadt_curv_interaction
41802911,0.565997685914749,False,Intervene due to high population
154520875,0.28933171911827255,False,Intervene due to high population
1288106036,0.019530014828258082,False,Intervene due to high population
118535170,0.4131424040584025,False,Intervene due to high population
43449056,0.3972189038366746,False,Intervene due to high population
405582505,0.3421581457740857,False,Intervene due to high aadt_curv_interaction
109037239,0.05031658263458995,False,Intervene due to high segment_length_km
30705201,0.13182272273780815,False,Intervene due to high population
96383808,0.0436683028876987,False,Intervene due to high population
37729738,0.6560994804086698,False,Intervene due to high population
107030067,0.21278105366886998,False,Intervene due to high population
2679610,0.34748166531384167,False,Intervene due to high population
544227906,1.0225802349632578,True,Intervene due to high population
125571011,1.0712211916523147,True,Intervene due to high population
28422653,0.5652238593649763,False,Intervene due to high population
319768659,0.5701305695411221,False,Intervene due to high population
4970567,0.5672421607178438,False,Intervene due to high population
28296729,0.5645922936234842,False,Intervene due to high population
186255468,0.5707117082523867,False,Intervene due to high population
4794370,0.5673301181937164,False,Intervene due to high population
259050024,0.4002572830625797,False,Intervene due to high population
43323900,0.03956780814398798,False,Intervene due to high population
455553996,1.031140050920967,True,Intervene due to high population
48811097,0.20533558527379012,False,Intervene due to high population
1291050586,0.5653667403376789,False,Intervene due to high population
908997429,1.0211902395714003,True,Intervene due to high population
233576853,0.3949345745596306,False,Intervene due to high population
23520512,0.04398270061650898,False,Intervene due to high population
161964181,1.0375036379293108,True,Intervene due to high population
27276449,0.5646736556209806,False,Intervene due to high population
921326553,0.39379330867879037,False,Intervene due to high population
23518792,0.07868026582341456,False,Intervene due to high aadt_curv_interaction
911226737,0.19694022883185178,False,Intervene due to high population
28312347,0.05056584691160116,False,Intervene due to high population
686558017,1.034750483546734,True,Intervene due to high population
206474849,0.02709218543748463,False,Intervene due to high population
4990014,0.5649177394655637,False,Intervene due to high population
1017404592,0.014268371884532076,False,Intervene due to high segment_length_km
94507662,0.16961940651674856,False,Intervene due to high population
32834724,0.7132034089621478,False,Intervene due to high population
762983076,0.40055266928858413,False,Intervene due to high population
88521252,0.7410542338425721,False,Intervene due to high population
133117359,0.25636899491609516,False,Intervene due to high population
165193727,0.39207917890838645,False,Intervene due to high population
28817564,0.6641671579549944,False,Intervene due to high population
337410401,0.04665938488070347,False,Intervene due to high population
170314091,0.3916908776993695,False,Intervene due to high population
550428767,0.14382985860644568,False,Intervene due to high population
229319847,0.008282270384887038,False,Intervene due to high aadt_curv_interaction
23004631,0.34888290942587524,False,Intervene due to high population
564504389,0.20338922190155642,False,Intervene due to high population
91661834,0.2947305928714619,False,Intervene due to high aadt_curv_interaction
239063465,0.41373951900281364,False,Intervene due to high population
530040094,0.14504662670109514,False,Intervene due to high population
247340762,0.3535686193749078,False,Intervene due to high population
46872232,0.7026375861052911,False,Intervene due to high population
124006450,0.28589137064055803,False,Intervene due to high population
1353194532,0.303867469450189,False,Intervene due to high population
28260672,0.568139510181683,False,Intervene due to high population
530281038,0.5657606658054781,False,Intervene due to high population
32687155,0.6972157152727626,False,Intervene due to high population
836159854,0.7004553279173784,False,Intervene due to high population
334814826,0.016969297284188993,False,Intervene due to high segment_length_km
55269214,0.1429518396796303,False,Intervene due to high population
29336099,0.17596497438728298,False,Intervene due to high aadt_curv_interaction
153136133,0.026790367801162077,False,Intervene due to high aadt_curv_interaction
31009925,0.7195488084429451,False,Intervene due to high segment_length_km
23172010,0.5654120282575772,False,Intervene due to high population
166490681,0.4294884804852882,False,Intervene due to high population
24636322,0.048127720779721425,False,Intervene due to high segment_length_km
630175329,0.6386456540499197,False,Intervene due to high population
171980879,1.02420483495362,True,Intervene due to high population
25612872,0.04849838945478918,False,Intervene due to high population
248442790,0.3942180025584852,False,Intervene due to high population
4794436,0.5691702285149544,False,Intervene due to high population
80731825,0.42591934432345585,False,Intervene due to high population
157554424,1.0359446590879295,True,Intervene due to high population
37334825,0.6479605153381564,False,Intervene due to high population
4960406,0.580862312854886,False,Intervene due to high population
45652152,0.6781954012474766,False,Intervene due to high population
28316152,0.6495811146265157,False,Intervene due to high population
207272564,0.1561081668892137,False,Intervene due to high segment_length_km
245824782,0.44521839316059325,False,Intervene due to high population
25800032,0.6489644811395654,False,Intervene due to high population
151324871,0.1479256686223227,False,Intervene due to high population
485773059,0.06915739114056298,False,Intervene due to high population
4896142,0.6358255393822191,False,Intervene due to high population
674668140,1.1065285495056896,True,Intervene due to high population
1123799169,0.3908062454775026,False,Intervene due to high population
49040124,0.6753724703092108,False,Intervene due to high population
18329100,0.5914925720820359,False,Intervene due to high population
23519796,0.09784887929292121,False,Intervene due to high aadt_curv_interaction
194245163,0.5568705770028454,False,Intervene due to high population
27905622,0.18609736716157912,False,Intervene due to high population
59471366,0.29093161435939013,False,Intervene due to high aadt_curv_interaction
887866211,0.5631346924454136,False,Intervene due to high population
251446498,0.4472835975405443,False,Intervene due to high population
29339571,0.12046095942742877,False,Intervene due to high population
1061169996,0.563925901803997,False,Intervene due to high population
4270604,0.1948485817038098,False,Intervene due to high population
620642399,0.7418731348727872,False,Intervene due to high population
24375212,0.5712855550072088,False,Intervene due to high population
10587290,0.5815911237309496,False,Intervene due to high population
160452789,0.291414243121931,False,Intervene due to high population
104660762,0.2613707512374318,False,Intervene due to high population
1190057624,0.08021980720759984,False,Intervene due to high population
23961512,0.33097751120991314,False,Intervene due to high aadt_curv_interaction
98461318,0.12991268777726597,False,Intervene due to high population
53144589,0.5651654521607841,False,Intervene due to high population
99453423,0.7213050524004643,False,Intervene due to high population
13845345,0.5672030204246851,False,Intervene due to high population
127522020,1.0379051968093231,True,Intervene due to high population
95484714,0.654476623745367,False,Intervene due to high population
105702256,1.0706680853571227,True,Intervene due to high population
149848410,0.7007290334619858,False,Intervene due to high population
144905294,0.5672585064981186,False,Intervene due to high population
23213762,0.5730019298287748,False,Intervene due to high population
106212239,0.8109408186455822,False,Intervene due to high population
127134136,0.7481310809526388,False,Intervene due to high population
368461882,0.5656798868428102,False,Intervene due to high population
680843931,0.42385575743070864,False,Intervene due to high population
104373669,1.042629076423567,True,Intervene due to high population
23961567,0.01118566700746423,False,Intervene due to high aadt_curv_interaction
27906261,0.2069177429200319,False,Intervene due to high population
116426162,0.6746225773986412,False,Intervene due to high population
132397229,0.13569515458970824,False,Intervene due to high population
56197677,0.4139900975232061,False,Intervene due to high population
166219968,0.08958481594022287,False,Intervene due to high population
246729116,0.41239925668956023,False,Intervene due to high population
4970426,0.5754481999552753,False,Intervene due to high population
90967351,0.23371343613811957,False,Intervene due to high population
593153959,0.16102055299641221,False,Intervene due to high population
108110343,0.022948910074693865,False,Intervene due to high aadt_curv_interaction
106768827,1.0085509598180573,True,Intervene due to high population
142871867,0.24492191246215675,False,Intervene due to high population
153751844,0.1669177999968392,False,Intervene due to high population
348821523,0.02415319779140393,False,Intervene due to high segment_length_km
106393064,1.0280782923437857,True,Intervene due to high population
23087112,0.19010335500173642,False,Intervene due to high population
912288621,0.2152282499286234,False,Intervene due to high population
46990641,0.5695605876602972,False,Intervene due to high population
124826624,0.0843683275952927,False,Intervene due to high population
166189567,0.4047204962713269,False,Intervene due to high population
246788025,0.42544169209280946,False,Intervene due to high population
79143071,0.4080568772755569,False,Intervene due to high population
51125781,0.19264076686938278,False,Intervene due to high population
28741520,1.0071417331785546,True,Intervene due to high population
88617173,0.22735197749906377,False,Intervene due to high population
1154967595,0.1430676852495155,False,Intervene due to high population
28812119,0.6542327393205067,False,Intervene due to high population
24204934,0.29817614706833406,False,Intervene due to high aadt_curv_interaction
243498720,0.5658071821233652,False,Intervene due to high population
389124437,0.16683104713644184,False,Intervene due to high population
114943205,1.062692477036618,True,Intervene due to high population
108706525,0.40888898707586097,False,Intervene due to high population
46715617,0.6515815022941304,False,Intervene due to high population
56872246,0.4177828082901775,False,Intervene due to high population
907198460,0.2714539115201639,False,Intervene due to high population
4813922,0.3417752674415989,False,Intervene due to high population
859189065,0.07310424080434902,False,Intervene due to high population
222917340,0.057964783348140966,False,Intervene due to high population
190596438,0.22018873641150183,False,Intervene due to high aadt_curv_interaction
6059794,0.5682574042945187,False,Intervene due to high population
23961412,1.0162781094709679,True,Intervene due to high population
28933168,0.14912615524000447,False,Intervene due to high population
903548620,0.025772160559502037,False,Intervene due to high segment_length_km
99210252,0.43295587689532183,False,Intervene due to high population
23961659,1.0234452887444228,True,Intervene due to high population
2679609,0.3276426915328146,False,Intervene due to high population
31303886,0.32261949857797906,False,Intervene due to high population
42759920,0.4205652909309944,False,Intervene due to high population
4277150,0.396164443610954,False,Intervene due to high population
23949677,0.16796398435499998,False,Intervene due to high segment_length_km
47094136,0.06633106589825517,False,Intervene due to high population
203433923,0.641464537456387,False,Intervene due to high population
30077625,0.16728146901583602,False,Intervene due to high population
54927938,0.3050119611781238,False,Intervene due to high population
866621022,0.05597902324348071,False,Intervene due to high population
586653093,0.5636431300611264,False,Intervene due to high population
207272563,0.025331436565623918,False,Intervene due to high population
324469119,0.04623736772095078,False,Intervene due to high population
83005204,0.7678426870764553,False,Intervene due to high population
47414598,0.4047510495432727,False,Intervene due to high aadt_curv_interaction
159664741,0.14521118422822088,False,Intervene due to high population
83020113,0.5656556319122998,False,Intervene due to high population
342896064,0.16308172109921068,False,Intervene due to high population
4948651,0.2063235904112783,False,Intervene due to high population
622275194,0.6917052488240316,False,Intervene due to high population
169542555,0.13927304084141992,False,Intervene due to high population
791215986,0.13333050251856274,False,Intervene due to high population
23213934,0.5782401585944061,False,Intervene due to high population
109729822,0.39777902657168207,False,Intervene due to high population
89463488,0.754065438135116,False,Intervene due to high population
29369627,0.396045747953911,False,Intervene due to high population
152947843,0.007562016228900875,False,Intervene due to high segment_length_km
13845243,0.5786966091857837,False,Intervene due to high population
245824798,0.4179407703814148,False,Intervene due to high population
153147575,0.0060730219585832905,False,Intervene due to high segment_length_km
104091025,0.5643154677944358,False,Intervene due to high population
167433014,0.20842908102512891,False,Intervene due to high segment_length_km
88191120,0.15428253219988777,False,Intervene due to high population
4928819,0.20350501686214142,False,Intervene due to high population
53309220,0.122830023790633,False,Intervene due to high population
396411283,0.2956813865655506,False,Intervene due to high population
1320022131,0.30144516552677825,False,Intervene due to high population
4910954,0.5708026771283249,False,Intervene due to high population
23949741,1.0168784240032773,True,Intervene due to high population
1291907136,0.5635211952529717,False,Intervene due to high population
112703219,0.11981948310616636,False,Intervene due to high population
18578523,0.578877942460187,False,Intervene due to high population
142225508,0.15786979036979487,False,Intervene due to high segment_length_km
53309255,0.3934657233379929,False,Intervene due to high population
97521822,0.29693131791003496,False,Intervene due to high population
110167512,1.0637146844299197,True,Intervene due to high population
361824458,0.3082543508684354,False,Intervene due to high population
247465139,0.39364389718349724,False,Intervene due to high population
55510069,0.5014498011292156,False,Intervene due to high population
5172516,0.5654428980588785,False,Intervene due to high population
54233873,1.6463749183716125,True,Intervene due to high population
29369541,0.18308267644226323,False,Intervene due to high population
263319788,0.18952356996947298,False,Intervene due to high population
25800034,0.6361455041190157,False,Intervene due to high population
124469938,0.15595939797562205,False,Intervene due to high population
55334443,0.05285888922706938,False,Intervene due to high segment_length_km
114649489,1.0114753536147472,True,Intervene due to high population
28908326,1.0025838897638666,True,Intervene due to high population
56095992,0.404252457275766,False,Intervene due to high population
269944852,0.3936397327787566,False,Intervene due to high population
230545603,0.16542229398397712,False,Intervene due to high population
98123577,0.3907804605090878,False,Intervene due to high population
444682435,0.5765243851400504,False,Intervene due to high population
38572319,0.31886025158770315,False,Intervene due to high population
82698668,0.5802376070555086,False,Intervene due to high population
36759381,0.14672315328003785,False,Intervene due to high population
33278524,0.45069590320148945,False,Intervene due to high population
98839907,0.6410737897352016,False,Intervene due to high population
38569953,0.6647313128950089,False,Intervene due to high population
1301675273,0.14645021295087712,False,Intervene due to high population
383905206,0.398752004399945,False,Intervene due to high population
906374689,1.0464087680580108,True,Intervene due to high population
